Concept Code,Concept Name,Preferred Concept Name,Preferred Alternate Code,Code System OID,Code System Name,Code System Code,Code System Version,HL7 Table 0396 Code,Value Set Code,Value Set Version
7947003,Aspirin (product),Aspirin,C-60320,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
412568000,Aspirin + acetaminophen + caffeine (product),Aspirin + acetaminophen + caffeine,C-6556E,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
398989001,Aspirin + butalbital + caffeine (product),Aspirin + butalbital + caffeine,C-613AB,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
398678005,Aspirin + butalbital + caffeine + codeine phosphate (product),Aspirin + butalbital + caffeine + codeine phosphate,C-606FD,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
377193004,Aspirin + butalbital + caffeine 325mg/50mg/40mg capsule (product),Aspirin+butalbital+caffeine 325mg/50mg/40mg capsule,C-60068,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
377194005,Aspirin + butalbital + caffeine 325mg/50mg/40mg tablet (product),Aspirin+butalbital+caffeine 325mg/50mg/40mg tablet,C-61386,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
412569008,Aspirin + caffeine (product),Aspirin + caffeine,C-60104,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
398774004,Aspirin + caffeine + dihydrocodeine bitartrate (product),Aspirin + caffeine + dihydrocodeine bitartrate,C-600D8,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
377195006,Aspirin + caffeine + dihydrocodeine bitartrate 356.4mg/30mg/16mg capsule (product),Aspirin+caffeine+dihydrocodeine bitartrate 356.4mg/30mg/16mg capsule,C-60069,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
377196007,Aspirin + caffeine + orphenadrine citrate 385mg/30mg/25mg tablet (product),Aspirin+caffeine+orphenadrine citrate 385mg/30mg/25mg tablet,C-6555C,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
377197003,Aspirin + caffeine + orphenadrine citrate 428mg/30mg/25mg tablet (product),Aspirin+caffeine+orphenadrine citrate 428mg/30mg/25mg tablet,C-6006C,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
377199000,Aspirin + caffeine + orphenadrine citrate 770mg/60mg/50mg tablet (product),Aspirin+caffeine+orphenadrine citrate 770mg/60mg/50mg tablet,C-6555D,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
377200002,Aspirin + caffeine + orphenadrine citrate 856mg/60mg/50mg tablet (product),Aspirin+caffeine+orphenadrine citrate 856mg/60mg/50mg tablet,C-6006E,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
398748005,Aspirin + caffeine + propoxyphene hydrochloride (product),Aspirin + caffeine + propoxyphene hydrochloride,C-600D5,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
412647005,Aspirin + caffeine + propoxyphene hydrochloride 389mg/32.4mg/32mg capsule (product),Aspirin + caffeine + propoxyphene hydrochloride 389mg/32.4mg/32mg capsule,C-600F8,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
377201003,Aspirin + caffeine + propoxyphene hydrochloride 389mg/32.4mg/65mg capsule (product),Aspirin+caffeine+propoxyphene hydrochloride 389mg/32.4mg/65mg capsule,C-6555E,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
398649009,Aspirin + carisoprodol (product),Aspirin + carisoprodol,C-606EB,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
398911008,Aspirin + carisoprodol + codeine phosphate (product),Aspirin + carisoprodol + codeine phosphate,C-68793,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
377202005,Aspirin + carisoprodol + codeine phosphate 325mg/200mg/16mg tablet (product),Aspirin+carisoprodol+codeine phosphate 325mg/200mg/16mg tablet,C-60070,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
377203000,Aspirin + carisoprodol 325mg/200mg tablet (product),Aspirin+carisoprodol 325mg/200mg tablet,C-60072,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
412095002,Aspirin + cinnamedrine + caffeine (product),Aspirin + cinnamedrine + caffeine,C-6556B,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
412096001,Aspirin + codeine (product),Aspirin + codeine,C-6035E,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
404785009,Aspirin + codeine 300mg/8mg tablet (product),Aspirin + codeine 300mg/8mg tablet,C-600F5,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
322310004,Aspirin + codeine 400mg/8mg dispersible tablet (product),Aspirin + codeine 400mg/8mg dispersible tablet,C-6002F,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
407906007,Aspirin + codeine 500mg/8mg dispersible tablet (product),Aspirin + codeine 500mg/8mg dispersible tablet,C-600EC,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
400426002,Aspirin + cyclizine hydrochloride (product),Aspirin + cyclizine hydrochloride,C-51844,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
398906006,Aspirin + hydrocodone bitartrate (product),Aspirin + hydrocodone bitartrate,C-606FE,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
377204006,Aspirin + hydrocodone bitartrate 500mg/5mg tablet (product),Aspirin+hydrocodone bitartrate 500mg/5mg tablet,C-60075,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
398683002,Aspirin + meprobamate (product),Aspirin + meprobamate,C-64281,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
377205007,Aspirin + meprobamate 325mg/200mg tablet (product),Aspirin+meprobamate 325mg/200mg tablet,C-60076,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
400489006,Aspirin + methocarbamol (product),Aspirin + methocarbamol,C-687F8,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
377206008,Aspirin + methocarbamol 325mg/400mg tablet (product),Aspirin+methocarbamol 325mg/400mg tablet,C-60077,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
412460009,Aspirin + oxycodone hydrochloride (product),Aspirin + oxycodone hydrochloride,C-600FC,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
400254006,Aspirin + oxycodone hydrochloride + oxycodone terephthalate (product),Aspirin + oxycodone hydrochloride + oxycodone terephthalate,C-600D4,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
377207004,Aspirin + oxycodone hydrochloride + oxycodone terephthalate 325mg/2.25mg/0.19mg tablet (product),Aspirin+oxycodone hydrochloride+oxycodone terephthalate 325mg/2.25mg/0.19mg tablet,C-60078,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
377209001,Aspirin + oxycodone hydrochloride + oxycodone terephthalate 325mg/4.5mg/0.38mg tablet (product),Aspirin+oxycodone hydrochloride+oxycodone terephthalate 325mg/4.5mg/0.38mg tablet,C-60080,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
400776001,Aspirin + pentazocine hydrochloride (product),Aspirin + pentazocine hydrochloride,C-600D3,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
377210006,Aspirin + pentazocine hydrochloride 325mg tablet (product),Aspirin+pentazocine hydrochloride 325mg tablet,C-60086,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
370176001,Aspirin 120mg suppository (product),Aspirin 120mg suppository,C-600B1,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
322233001,Aspirin 150mg suppository (product),Aspirin 150mg suppository,C-6002C,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
370168003,Aspirin 165mg e/c tablet (product),Aspirin 165mg e/c tablet,C-600AA,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
370177005,Aspirin 200mg suppository (product),Aspirin 200mg suppository,C-600B2,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
370165000,Aspirin 227.5mg gum tablet (product),Aspirin 227.5mg gum tablet,C-600A7,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
413586006,Aspirin 250mg/acetaminophen250mg/caffeine 65mg tablet (product),Aspirin 250mg/acetaminophen250mg/caffeine 65mg tablet,C-6556F,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
329526003,Aspirin 300mg dispersible tablet (product),Aspirin 300mg dispersible tablet,C-6003A,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
322225002,Aspirin 300mg e/c tablet (product),Aspirin 300mg e/c tablet,C-60026,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
322231004,Aspirin 300mg soluble tablet (product),Aspirin 300mg soluble tablet,C-6002A,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
322232006,Aspirin 300mg suppository (product),Aspirin 300mg suppository,C-6002B,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
329525004,Aspirin 300mg tablet (product),Aspirin 300mg tablet,C-60039,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
370169006,Aspirin 325mg e/c tablet (product),Aspirin 325mg e/c tablet,C-600AB,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
370166004,Aspirin 325mg tablet (product),Aspirin 325mg tablet,C-600A8,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
409317009,Aspirin 325mg tablet/pravastatin 20mg tablet (product),Aspirin 325mg tablet/pravastatin 20mg tablet,C-6034A,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
409316000,Aspirin 325mg tablet/pravastatin 40mg tablet (product),Aspirin 325mg tablet/pravastatin 40mg tablet,C-60349,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
409315001,Aspirin 325mg tablet/pravastatin 80mg tablet (product),Aspirin 325mg tablet/pravastatin 80mg tablet,C-60348,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
412575004,Aspirin 325mg/codeine 30mg tablet (product),Aspirin 325mg/codeine 30mg tablet,C-60363,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
412576003,Aspirin 325mg/codeine 60mg tablet (product),Aspirin 325mg/codeine 60mg tablet,C-60364,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
386038008,Aspirin 500mg e/c tablet (product),Aspirin 500mg e/c tablet,C-600B4,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
322234007,Aspirin 500mg soluble tablet (product),Aspirin 500mg soluble tablet,C-6002D,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
370178000,Aspirin 600mg suppository (product),Aspirin 600mg suppository,C-60025,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
370170007,Aspirin 650mg e/c tablet (product),Aspirin 650mg e/c tablet,C-600AC,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
370173009,Aspirin 650mg m/r tablet (product),Aspirin 650mg m/r tablet,C-600AE,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
319773006,Aspirin 75mg dispersible tablet (product),Aspirin 75mg dispersible tablet,C-A609B,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
319781007,Aspirin 75mg e/c tablet (product),Aspirin 75mg e/c tablet,C-A609F,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
319793003,Aspirin 75mg soluble tablet (product),Aspirin 75mg soluble tablet,C-60090,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
319775004,Aspirin 75mg tablet (product),Aspirin 75mg tablet,C-A609C,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
370174003,Aspirin 800mg m/r tablet (product),Aspirin 800mg m/r tablet,C-600AF,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
374744009,Aspirin 800mg tablet (product),Aspirin 800mg tablet,C-600A4,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
370164001,Aspirin 81mg chewable tablet (product),Aspirin 81mg chewable tablet,C-600A6,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
370167008,Aspirin 81mg e/c tablet (product),Aspirin 81mg e/c tablet,C-600A9,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
370175002,Aspirin 81mg m/r tablet (product),Aspirin 81mg m/r tablet,C-600B0,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
409312003,Aspirin 81mg tablet/pravastatin 20mg tablet (product),Aspirin 81mg tablet/pravastatin 20mg tablet,C-60345,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
409313008,Aspirin 81mg tablet/pravastatin 40mg tablet (product),Aspirin 81mg tablet/pravastatin 40mg tablet,C-60346,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
409314002,Aspirin 81mg tablet/pravastatin 80mg tablet (product),Aspirin 81mg tablet/pravastatin 80mg tablet,C-60347,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
370171006,Aspirin 975mg e/c tablet (product),Aspirin 975mg e/c tablet,C-600AD,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
386037003,Aspirin 975mg m/r tablet (product),Aspirin 975mg m/r tablet,C-600B3,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
376250003,Aspirin 975mg tablet (product),Aspirin 975mg tablet,C-600A5,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
350315002,Aspirin compound preparation (product),Aspirin compound preparation,C-60024,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
405747002,Aspirin not given (finding),Aspirin not given,F-04A23,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
371226001,Aspirin+butalbital+caffeine+codeine phosphate 325mg/50mg/40mg/30mg capsule (product),Aspirin+butalbital+caffeine+codeine phosphate 325mg/50mg/40mg/30mg capsule,C-6139F,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
398767009,Aspirin+glycine (product),Aspirin+glycine,C-600DB,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
347070003,Aspirin+glycine 500mg/133mg dispersible tablet (product),Aspirin+glycine 500mg/133mg dispersible tablet,C-60054,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
400487008,Aspirin+metoclopramide (product),Aspirin+metoclopramide,C-858B5,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
322784004,Aspirin+metoclopramide 900mg/10mg/sachet powder (product),Aspirin+metoclopramide 900mg/10mg/sachet powder,C-8580E,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
400819008,Aspirin+papaveretum (product),Aspirin+papaveretum,C-600DA,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
322321008,Aspirin+papaveretum 500mg/7.71mg dispersible tablet (product),Aspirin+papaveretum 500mg/7.71mg dispersible tablet,C-60032,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
409311005,Aspirin+pravastatin (product),Aspirin+pravastatin,C-60344,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
420306005,Balsalazide (product),Balsalazide,C-60366,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
317448000,Balsalazide disodium 750mg capsule (product),Balsalazide disodium 750mg capsule,C-6007F,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
354058001,Benorylate (product),Benorilate,C-60314,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
329534009,Benorylate 2g/5mL s/f suspension (product),Benorylate 2g/5mL s/f suspension (product),C-6003D,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
329533003,Benorylate 2g/sachet granules (product),Benorylate 2g/sachet granules (product),C-6003C,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
329532008,Benorylate 750mg tablet (product),Benorylate 750mg tablet (product),C-6003B,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
425197004,Benzocaine + salicylamide (product),Benzocaine + salicylamide,C-6B78C,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
347331004,Benzocaine+salicylamide 2%/5% gel (product),Benzocaine+salicylamide 2%/5% gel,C-6B768,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
350307000,Benzydamine (product),Benzydamine,C-60113,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
331147002,Benzydamine hydrochloride 0.15% oral rinse (product),Benzydamine hydrochloride 0.15% oral rinse,C-50392,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
331148007,Benzydamine hydrochloride 0.15% spray (product),Benzydamine hydrochloride 0.15% spray,C-50393,2.16.840.1.113883.6.96,SNOMED-CT,PH_SNOMED-CT,20160901.0,SCT,PHVS_DrugDiseaseInteraction_Dengue,1
