Laboratory Specimen 6,"Enter specimen for each test (whole blood, serum [acute and/or convalescent],NP swab, NP aspirate, broncheoalveolar lavage, OP swab, urine, stool, tissue [specify tissue type])",
Lab specimen 6 collection date,Collection date for specimen 6,
Lab 6 test ,Test requested for specimen 6,
Lab specimen 6 source of local testing,Source of local testing for specimen 6,
Lab specimen 6 result,Result of lab testing for specimen 6,
Laboratory Specimen 7,"Enter specimen for each test (whole blood, serum [acute and/or convalescent],NP swab, NP aspirate, broncheoalveolar lavage, OP swab, urine, stool, tissue [specify tissue type])",
Lab specimen 7 collection date,Collection date for specimen 7,
Lab 7 test ,Test requested for specimen 7,
Lab specimen 7 source of local testing,Source of local testing for specimen 7,
Lab specimen 7 result,Result of lab testing for specimen 7,
Laboratory Specimen 8,"Enter specimen for each test (whole blood, serum [acute and/or convalescent],NP swab, NP aspirate, broncheoalveolar lavage, OP swab, urine, stool, tissue [specify tissue type])",
Lab specimen 8 collection date,Collection date for specimen 8,
Lab 8 test ,Test requested for specimen 8,
Lab specimen 8 source of local testing,Source of local testing for specimen 8,
Lab specimen 8 result,Result of lab testing for specimen 8,
Alternative Diagnosis,Was an alternative respiratory pathogen detected?,
Alternative pathogen,"If yes, indicate the pathogen isolated.",
CDC Specimen 1,List specimen(s) sent to CDC,
Tissue specimen 1,"If 'tissue', specify.",
CDC specimen 1 date,Date specimen 1 sent to CDC,
CDC Specimen 2,List specimen(s) sent to CDC,
Tissue specimen 2,"If 'tissue', specify.",
CDC specimen 2 date,Date specimen 2 sent to CDC,
CDC Specimen 3,List specimen(s) sent to CDC,
Tissue specimen 3,"If 'tissue', specify.",
CDC specimen 3 date,Date specimen 3 sent to CDC,
CDC Specimen 4,List specimen(s) sent to CDC,
Tissue specimen 4,"If 'tissue', specify.",
CDC specimen 4 date,Date specimen 4 sent to CDC,
CDC Specimen 5,List specimen(s) sent to CDC,
Tissue specimen 5,"If 'tissue', specify.",
CDC specimen 5 date,Date specimen 5 sent to CDC,
CDC Specimen 6,List specimen(s) sent to CDC,
Tissue specimen 6,"If 'tissue', specify.",
CDC specimen 6 date,Date specimen 6 sent to CDC,
CDC Specimen 7,List specimen(s) sent to CDC,
Tissue specimen 7,"If 'tissue', specify.",
CDC specimen 7 date,Date specimen 7 sent to CDC,
CDC Specimen 8,List specimen(s) sent to CDC,
Tissue specimen 8,"If 'tissue', specify.",
CDC specimen 8 date,Date specimen 8 sent to CDC,
Notes,Any notes needed,
