OtherVenue1Address,"Street address, city, county, state of venue 1",
OtherVenue1Date,Dining date venue 1,
OtherVenue2,Name of other venue 2,
OtherVenue2Address,"Street address, city, county, state of venue 2",
OtherVenue2Date,Dining date venue 2,
OtherVenue3,Name of other venue 3,
OtherVenue3Address,"Street address, city, county, state of venue 3",
OtherVenue3Date,Dining date venue 3,
OtherVenue4,Name of other venue 4,
OtherVenue4Address,"Street address, city, county, state of venue 4",
OtherVenue4Date,Dining date venue 4,
OtherVenue5,Name of other venue 5,
OtherVenue5Address,"Street address, city, county, state of venue 5",
OtherVenue5Date,Dining date venue 5,
OtherVenue6,Name of other venue 6,
OtherVenue6Address,"Street address, city, county, state of venue 6",
OtherVenue6Date,Dining date venue 6,
OtherVenue7,Name of other venue 7,
OtherVenue7Address,"Street address, city, county, state of venue 7",
OtherVenue7Date,Dining date venue 7,
HamEat,"In the 4 week period did you eat any ham deli, cold cut, or luncheon meat?",
HamOften,"If ate ham, how often?",
HamGrocery,Was ham purchased at a grocery store?,
HamDeli,Was ham purchased at a deli/small market ?,
HamRest,Was ham purchased at a restaurant?,
HamOther,Was ham purchased at an other venue?,
Ham1,Name of store/restaurant/venue where ham purchased 1,
Ham2,Name of store/restaurant/venue where ham purchased 2,
Ham3,Name of store/restaurant/venue where ham purchased 3,
Ham4,Name of store/restaurant/venue where ham purchased 4,
HamBrand1,Type or brand of ham purchased 1,
HamBrand2,Type or brand of ham purchased 2,
HamBrand3,Type or brand of ham purchased 3,
HamBrand4,Type or brand of ham purchased 4,
HamDeliCounter,Was ham purchased from a deli counter at any of the sites?,
BolognaEat,"In the 4 week period did you eat any bologna deli, cold cut, or luncheon meat?",
BolognaOften,"If ate bologna, how often?",
BolognaGrocery,Was bologna purchased at grocery store?,
BolognaDeli,Was bologna purchased at a deli/small market?,
BolognaRest,Was bologna purchased at a restaurant?,
BolognaOther,Was bologna purchased at an other venue?,
Bologna1,Name of store/restaurant/venue where bologna purchased 1,
Bologna2,Name of store/restaurant/venue where bologna purchased 2,
Bologna3,Name of store/restaurant/venue where bologna purchased 3,
Bologna4,Name of store/restaurant/venue where bologna purchased 4,
BolognaBrand1,Type or brand of bologna 1,
BolognaBrand2,Type or brand of bologna 2,
BolognaBrand3,Type or brand of bologna 3,
BolognaBrand4,Type or brand of bologna 4,
BolognaDeliCounter,Was bologna purchased from a deli counter at any of the sites?,
TurketEat,"In the 4 week period did you eat any turkey deli, cold cut, or luncheon meat?",
TurkeyOften,"If ate turkey, how often?",
TurkeyGrocery,Was turkey purchased at a grocery store?,
TurkeyDeli,Was turkey purchased at a deli/small market?,
TurkeyRest,Was turkey purchased at a restaurant?,
TurkeyOther,Was turkey purchased at an other venue?,
Turkey1,Name of store/restaurant/venue where turkey purchased 1,
Turkey2,Name of store/restaurant/venue where turkey purchased 2,
Turkey3,Name of store/restaurant/venue where turkey purchased 3,
Turkey4,Name of store/restaurant/venue where turkey purchased 4,
TurkeyBrand1,Type or brand of turkey 1,
TurkeyBrand2,Type or brand of turkey 2,
TurkeyBrand3,Type or brand of turkey 3,
TurkeyBrand4,Type or brand of turkey 4,
TurkeyDeliCounter,Was turkey purchased from a deli counter at any of the sites?,
OthturkeyEat,"In the 4 week period did you eat any other turkey deli, cold cut, or luncheon meat?",
OthTurkeyOften,"If ate other turkey, how often?",
OthTurkeyGrocery,Was other turkey purchased at a grocery store?,
OthTurkeyDeli,Was other turkey purchased at a deli/small market?,
OthTurkeyRest,Was other turkey purchased at a restaurant?,
OthTurkeyOther,Was other turkey purchased at an other venue?,
OthTurkey1,Name of store/restaurant/venue where other turkey purchased 1,
OthTurkey2,Name of store/restaurant/venue where other turkey purchased 2,
OthTurkey3,Name of store/restaurant/venue where other turkey purchased 3,
OthTurkey4,Name of store/restaurant/venue where other turkey purchased 4,
OthTurkeyBrand1,Type or brand of other turkey 1,
OthTurkeyBrand2,Type or brand of other turkey 2,
OthTurkeyBrand3,Type or brand of other turkey 3,
OthTurkeyBrand4,Type or brand of other turkey 4,
OthTurkeyDeliCounter,Was other turkey purchased from a deli counter at any of the sites?,
ChickenDeliEat,"In the 4 week period did you eat any chicken deli, cold cut, or luncheon meat?",
ChickenDeliOften,"If ate chicken, how often?",
ChickenDeliGrocery,Was chicken purchased at a grocery store?,
ChickenDeliDeli,Was chicken purchased at a deli/small market?,
ChickenDeliRest,Was chicken purchased at a restaurant?,
ChickenDeliOther,Was chicken purchased at an other venue?,
ChickenDeli1,Name of store/restaurant/venue where chicken purchased 1,
ChickenDeli2,Name of store/restaurant/venue where chicken purchased 2,
ChickenDeli3,Name of store/restaurant/venue where chicken purchased 3,
ChickenDeli4,Name of store/restaurant/venue where chicken purchased 4,
ChickenDeliBrand1,Type or brand of chicken 1,
ChickenDeliBrand2,Type or brand of chicken 2,
ChickenDeliBrand3,Type or brand of chicken 3,
ChickenDeliBrand4,Type or brand of chicken 4,
ChickenDeliDeliCounter,Was chicken purchased from a deli counter at any of the sites?,
PastramiEat,"In the 4 week period did you eat any pastrami deli, cold cut, or luncheon meat?",
PastramiOften,"If ate pastrami, how often?",
PastramiGrocery,Was pastrami purchased at a grocery store?,
PastramiDeli,Was pastrami purchased at a deli/small market?,
PastramiRest,Was pastrami purchased at a restaurant?,
PastramiOther,Was pastrami purchased at an other venue?,
Pastrami1,Name of store/restaurant/venue where pastrami purchased 1,
Pastrami2,Name of store/restaurant/venue where pastrami purchased 2,
Pastrami3,Name of store/restaurant/venue where pastrami purchased 3,
Pastrami4,Name of store/restaurant/venue where pastrami purchased 4,
PastramiBrand1,Type or brand of pastrami 1,
PastramiBrand2,Type or brand of pastrami 2,
PastramiBrand3,Type or brand of pastrami 3,
PastramiBrand4,Type or brand of pastrami 4,
PastramiDeliCounter,Was pastrami purchased from a deli counter at any of the sites?,
OtherDeliEat,"In the 4 week period did you eat any other deli, cold cut, or luncheon meat?",
OtherDeliSpec,Specify other deli meat eaten,
OtherDeliOften,"If at other deli meat, how often?",
OtherDeliGrocery,Was other deli meat purchased at a grocery store?,
OtherDeliDeli,Was other deli meat purchased at a deli/small market?,
OtherDeliRest,Was other deli meat purchased at a restaurant?,
OtherDeliOther,Was other deli meat purchased at an other venue?,
OtherDeli1,Name of store/restaurant/venue where other deli meat purchased 1,
OtherDeli2,Name of store/restaurant/venue where other deli meat purchased 2,
OtherDeli3,Name of store/restaurant/venue where other deli meat purchased 3,
OtherDeli4,Name of store/restaurant/venue where other deli meat purchased 4,
OtherDeliBrand1,Type or brand of other deli meat 1,
OtherDeliBrand2,Type or brand of other deli meat 2,
OtherDeliBrand3,Type or brand of other deli meat 3,
OtherDeliBrand4,Type or brand of other deli meat 4,
OtherDeliCounter,Was other deli meat purchased from a deli counter at any of the sites?,
PateEat,In the 4 week period did you eat any pate?,
PateOften,"If yes, how often was pate eaten?",
PateGrocery,Was pate purchased at a grocery store?,
PateDeli,Was pate purchased at a deli/small market?,
PateRest,Was pate purchased at a restaurant?,
PateOther,Was pate purchased at an other venue?,
Pate1,Name of store/restaurant/other venue where pate purchased 1,
Pate2,Name of store/restaurant/other venue where pate purchased 2,
Pate3,Name of store/restaurant/other venue where pate purchased 3,
Pate4,Name of store/restaurant/other venue where pate purchased 4,
PateBrand1,Type or brand of pate 1,
PateBrand2,Type or brand of pate 2,
PateBrand3,Type or brand of pate 3,
PateBrand4,Type or brand of pate 4,
PateDeliConter,Was pate purchased from a deli counter at any of the sites?,
HotDogEat,In the 4 week period did you eat any hot dogs?,
HotDogOften,"If yes, how often did you eat hot dogs?",
HotDogGrocery,Were hotdogs purchased at a grocery store?,
HotDogDeli,Were hotdogs purchased at a deli/small market?,
HotDogRest,Were hotdogs purchased at a resutarant?,
HotDogOther,Were hotdogs purchased at an other venue?,
HotDog1,Name of store/restaurant/other venue where hotdogs purchased 1,
HotDog2,Name of store/restaurant/other venue where hotdogs purchased 2,
HotDog3,Name of store/restaurant/other venue where hotdogs purchased 3,
HotDog4,Name of store/restaurant/other venue where hotdogs purchased 4,
HotDogBrand1,Type or brand of hotdog 1,
HotDogBrand2,Type or brand of hotdog 2,
HotDogBrand3,Type or brand of hotdog 3,
HotDogBrand4,Type or brand of hotdog 4,
HotDogDeliCounter,Were hot dogs purchased from a deli counter at any of the sites?,
HotDogHeated,Were hot dogs heated before consumption?,
BrieAte,"In the 4 week period, did you eat any brie?",
BrieOften,"If ate brie, how often?",
BrieGrocery,Was brie purchased at a grocery store?,
BrieDeli,Was brie purchased at a deli/small market?,
BrieRest,Was brie purchased at a restaurant?,
BrieOther,Was brie purchased at an other venue?,
Brie1,Name of store/restaurant/other venue where brie purchased 1,
Brie2,Name of store/restaurant/other venue where brie purchased 2,
Brie3,Name of store/restaurant/other venue where brie purchased 3,
Brie4,Name of store/restaurant/other venue where brie purchased 4,
BrieBrand1,Type or brand of brie 1,
BrieBrand2,Type or brand of brie 2,
BrieBrand3,Type or brand of brie 3,
BrieBrand4,Type or brand of brie 4,
BrieDeliCounter,Was brie purchased from a deli counter at any of the sites?,
FetaAte,"In the 4 week period, did you eat any feta?",
FetaOften,"If ate feta, how often?",
FetaGrocery,Was feta purchased from a grocery store?,
FetaDeli,Was feta purchased from a deli/small market?,
FetaRest,Was feta purchased from a restaurant?,
FetaOther,Was feta purchased at an other venue?,
Feta1,Name of store/restaurant/other venue where feta purchased 1,
Feta2,Name of store/restaurant/other venue where feta purchased 2,
Feta3,Name of store/restaurant/other venue where feta purchased 3,
Feta4,Name of store/restaurant/other venue where feta purchased 4,
FetaBrand1,Type or brand of feta 1,
FetaBrand2,Type or brand of feta 2,
FetaBrand3,Type or brand of feta 3,
FetaBrand4,Type or brand of feta 4,
FetaDeliCounter,Was feta purchased from a deli counter at any of the sites?,
CamambAte,In the 4 week period did you eat any camembert?,
CamemOften,"If ate camembert, how often?",
CamemGrocery,Was camembert purchased at a grocery store?,
CamemDeli,Was camembert purchased from a deli/small market?,
CamemRest,Was camembert purchased from a restaurant?,
CamemOther,Was camembert purchased from an other venue?,
Camem1,Name of store/restaurant/other venue where camembert purchased 1,
Camem2,Name of store/restaurant/other venue where camembert purchased 2,
Camem3,Name of store/restaurant/other venue where camembert purchased 3,
Camem4,Name of store/restaurant/other venue where camembert purchased 4,
Camembrand1,Type or brand of camembert 1,
Camembrand2,Type or brand of camembert 2,
Camembrand3,Type or brand of camembert 3,
Camembrand4,Type or brand of camembert 4,
Camemdelicounter,Was camembert purchased at a deli counter at any of these sites?,
GoatAte,In the 4 weeks period did you eat any goat cheese?,
GoatOften,"If ate goat cheese, how often?",
Goatgrocery,Was goat cheese purchased at a grocery store?,
Goatdeli,Was goat cheese purchased at a deli?,
Goatrest,Was goat cheese purchased at a restaurant?,
Goatother,Was goat cheese purchased at an other venue?,
Goat1,Name of store/restaurant/other venue where goat cheese purchased 1,
Goat2,Name of store/restaurant/other venue where goat cheese purchased 2,
Goat3,Name of store/restaurant/other venue where goat cheese purchased 3,
Goat4,Name of store/restaurant/other venue where goat cheese purchased 4,
GoatBrand1,Type or brand of goat cheese 1,
GoatBrand2,Type or brand of goat cheese 2,
GoatBrand3,Type or brand of goat cheese 3,
GoatBrand4,Type or brand of goat cheese 4,
GoatDeliCounter,Was goat cheese purchased at a deli counter at any of the sites?,
BlugorgAte,In the 4 week period did you eat any blue or gorgonzola cheese?,
BlugorgOften,"If ate blue or gorgonzola cheese, how often?",
BlugorgGrocery,Was blue or gorgonzola cheese purchased at a grocery store?,
BlugorgDeli,Was blue or gorgonzola cheese purchased at a deli?,
