Sent to CDC for Genotyping,Indicate whether the specimens were sent to CDC for genotyping.,PHVS_YesNoUnknown_CDC
Genotyping Sent Date,"If the specimen was sent to the CDC for genotyping, date on which the specimens were sent.",
Sent For Strain ID,Indicate whether the specimen was sent for strain identification.,PHVS_YesNoUnknown_CDC
Strain Type,"If the specimen was sent for strain identification, indicate the strain.",PHVS_MicrobiologicalStrain_CDC
Track Isolate,Track Isolate functionality indicator,PHVS_TrueFalse_CDC
Patient status at specimen collection,Patient status at specimen collection,PHVS_PatientLocationStatusAtSpecimenCollection
Isolate received in state public health lab,Isolate received in state public health lab,PHVS_YesNoUnknown_CDC
Reason isolate not received,Reason isolate not received,PHVS_IsolateNotReceivedReason_NND
Reason isolate not received (Other),Reason isolate not received (Other),
Date received in state public health lab,Date received in state public health lab,
State public health lab isolate id number,State public health lab isolate id number,
Case confirmed at state public health lab,Case confirmed at state public health lab,PHVS_YesNoUnknown_CDC
AgClinic,What was the result of specimen testing using an antigen-based  test (e.g. EIA or lateral flow) at a clinical laboratory?  ,
AgClinicTestType,Name of antigen-based test used at clinical laboratory,
AgeMnth,Age of case-patient in months if patient is <1yr,
AgeYr,Age of case-patient in years,
AgSphl,What was the result of specimen testing using an antigen-based  test (e.g. EIA or lateral flow) at a state public health laboratory? Results from rapid card testing or EIA would be entered here. ,
AgSphlTestType,Name of antigen-based test used at state public health laboratory,
BloodyDiarr,Did the case-patient have bloody diarrhea (self reported) during this illness?,
Diarrhea,Did the case-patient have diarrhea (self-reported) during this illness?,
DtAdmit2,Date of hospital admission for second hospitalization for this illness,
DtDisch2,Date of hospital discharge for second hospitalization for this illness,
DtEntered,Date case was entered into site's database,
DtRcvd,Date case-pateint's specimen was received in laboratory for initial testing,
DtRptComp,Date case report form was completed,
DtSpec,Case-patient's specimen collection date,
DtUSDepart,"If case-patient patient traveled internationally, date of departure from the U.S.",
DtUSReturn,"If case-patient traveled internationally, date of return to the U.S.",
EforsNum,CDC FDOSS outbreak ID number,
Fever,Did the case-patient have fever (self-reported) during this illness?,
HospTrans,"If case-patient was hospitalized, was s/he transferred to another hospital?",
Immigrate,Did case-patient immigrate to the U.S.? (within 15 days of illness onset),
Interview,Was the case-patient interviewed by public health (i.e. state or local health department) ?,
LabName,Name of submitting laboratory,
LocalID,Ccase-patient's medical record number,
OtherCdcTest," For other pathogens: What was the result of specimen testing using another test at CDC?  Results from DFA, IFA or other tests would be entered here. ",
OtherClinicTest,"What was the result of specimen testing using another test at a clinical laboratory?   Results from DFA, IFA or other tests would be entered here.  ",
OtherClinicTestType,Name of other test used at a clinical laboratory,
OtherSphlTest,"What was the result of specimen testing using another test at a state public health laboratory?    Results from DFA, IFA or other tests would be entered here.  ",
OtherSphlTestType,Name of other test used at a state public health laboratory,
OutbrkType,Type of outbreak that the case-patient was part of,
PatID,Case-patient identification number ,
PcrCdc,What was the result of specimen testing for diagnosis using PCR at CDC? (Do not enter PCR results if PCR was performed for speciation or subtyping).,
PcrClinic,What was the result of specimen testing using PCR at a clinical laboratory? (where goal of testing is primary detection not subtyping or speciation),
PcrClinicTestType,Name of PCR assay used,
PcrSphl,What was the result of specimen testing for diagnosis using PCR at the state public health laboratory?  (Do not enter PCR results if PCR was performed for speciation or subtyping).,
PersonID,Unique identification number for person or patient,
ResultID,Unique identifier for laboratory result,
RptComp,Is all of the information for this case complete?,
SentCDC,Was specimen or isolate forwarded to CDC for testing or confirmation?,
SLabsID,State lab identification number,
SpecSite,Case patient's specimen collection source ,
StLabRcvd,"Was the isolate sent to a state public health laboratory? (Answer 'Yes' if it was sent to any state lab, even if it was sent to a lab outside of the case's state of residence)",
TravelDest,"If case-patient traveled internationally, to where did they travel?",
TravelInt,Did the case patient travel internationally? (within 15 days of onset),
